open,high,low,close,volume,vwap,timestamp,transactions
288.25,288.25,288.25,288.25,113.0,288.2437,2024-09-16 10:05:00,6
288.1,288.1,288.1,288.1,149.0,288.1,2024-09-16 11:30:00,11
287.99,287.99,287.99,287.99,210.0,287.9935,2024-09-16 11:50:00,9
287.99,287.99,287.99,287.99,129.0,287.9922,2024-09-16 11:55:00,7
288.13,288.17,287.36,287.36,2472.0,287.6963,2024-09-16 12:00:00,194
287.17,287.2,287.17,287.2,1272.0,287.1885,2024-09-16 12:35:00,45
287.69,287.69,287.4,287.4,373.0,287.4406,2024-09-16 12:55:00,17
288.31,288.31,287.53,288.0,633.0,287.8747,2024-09-16 13:25:00,14
288.05,289.44,288.05,288.655,183862.0,288.4851,2024-09-16 13:30:00,2724
288.655,289.2,288.655,289.005,39425.0,288.9547,2024-09-16 13:35:00,913
289.005,290.21,288.88,290.21,112216.0,289.8812,2024-09-16 13:40:00,2256
290.18,290.9,290.05,290.49,80701.0,290.3644,2024-09-16 13:45:00,1909
290.45,290.5,289.82,290.04,115960.0,290.1427,2024-09-16 13:50:00,2265
290.1,290.143759,289.47,289.6437,79621.0,289.7927,2024-09-16 13:55:00,1625
289.6,289.84,289.1975,289.67,47647.0,289.5146,2024-09-16 14:00:00,1384
289.71,290.0,289.57,289.88,51673.0,289.7416,2024-09-16 14:05:00,1337
289.88,289.97,289.4,289.42,42481.0,289.6675,2024-09-16 14:10:00,1226
289.43,289.72,289.39,289.54,29968.0,289.5463,2024-09-16 14:15:00,1089
289.57,289.74,289.08,289.08,32257.0,289.4435,2024-09-16 14:20:00,830
289.07,289.08,288.35,288.67,30363.0,288.7046,2024-09-16 14:25:00,879
288.67,288.685,287.74,288.16,43109.0,288.2193,2024-09-16 14:30:00,1323
288.2,288.5,288.1191,288.405,29564.0,288.2895,2024-09-16 14:35:00,877
288.34,288.66,288.23,288.65,24150.0,288.4246,2024-09-16 14:40:00,771
288.66,288.905,288.44,288.7,25793.0,288.7321,2024-09-16 14:45:00,782
288.65,288.78,288.32,288.32,30067.0,288.585,2024-09-16 14:50:00,827
288.44,288.68,288.34,288.6,29865.0,288.4783,2024-09-16 14:55:00,833
288.6425,289.04,288.59,288.97,22221.0,288.778,2024-09-16 15:00:00,703
289.025,289.24,288.96,289.24,20968.0,289.0547,2024-09-16 15:05:00,673
289.24,289.29,289.0,289.0,24403.0,289.1491,2024-09-16 15:10:00,701
289.0,289.26,288.93,289.24,27080.0,289.0416,2024-09-16 15:15:00,712
289.21,289.21,288.76,288.8,27497.0,288.9916,2024-09-16 15:20:00,758
288.8045,288.94,288.5,288.6172,28266.0,288.7391,2024-09-16 15:25:00,677
288.62,288.75,288.56,288.705,37667.0,288.6758,2024-09-16 15:30:00,756
288.71,288.88,288.57,288.86,24336.0,288.7016,2024-09-16 15:35:00,685
288.85,289.13,288.85,289.1,19224.0,289.0022,2024-09-16 15:40:00,634
289.14,289.67,289.07,289.67,26580.0,289.3176,2024-09-16 15:45:00,840
289.67,289.69,289.5,289.63,26225.0,289.5943,2024-09-16 15:50:00,715
289.64,289.82,289.6201,289.63,27577.0,289.7169,2024-09-16 15:55:00,776
289.595,289.61,289.26,289.285,36677.0,289.5118,2024-09-16 16:00:00,872
289.27,289.45,289.175,289.185,19803.0,289.3354,2024-09-16 16:05:00,591
289.18,289.41,289.18,289.41,22520.0,289.3054,2024-09-16 16:10:00,646
289.38,289.53,289.295,289.295,22868.0,289.4052,2024-09-16 16:15:00,605
289.29,289.32,289.095,289.31,22212.0,289.2233,2024-09-16 16:20:00,648
289.31,289.8899,289.3,289.88,32269.0,289.6111,2024-09-16 16:25:00,839
289.83,289.87,289.65,289.735,28342.0,289.7655,2024-09-16 16:30:00,722
289.73,289.94,289.73,289.77,21875.0,289.8184,2024-09-16 16:35:00,609
289.82,290.105,289.82,290.045,23468.0,289.9711,2024-09-16 16:40:00,725
290.14,290.14,289.84,289.96,21771.0,289.9861,2024-09-16 16:45:00,632
289.95,289.99,289.74,289.76,18382.0,289.8549,2024-09-16 16:50:00,536
289.79,289.79,289.55,289.63,21483.0,289.7096,2024-09-16 16:55:00,577
289.665,289.94,289.64,289.93,19902.0,289.8579,2024-09-16 17:00:00,695
289.95,289.98,289.52,289.575,32015.0,289.7711,2024-09-16 17:05:00,634
289.575,289.65,289.53,289.57,24983.0,289.601,2024-09-16 17:10:00,563
289.57,289.75,289.5,289.66,25027.0,289.6454,2024-09-16 17:15:00,547
289.66,289.83,289.625,289.73,18867.0,289.7167,2024-09-16 17:20:00,563
289.73,289.73,289.5,289.68,25438.0,289.5878,2024-09-16 17:25:00,688
289.69,289.69,289.38,289.46,32011.0,289.4816,2024-09-16 17:30:00,1029
289.51,290.02,289.51,290.02,20007.0,289.7442,2024-09-16 17:35:00,667
290.0,290.03,289.85,289.858866,18752.0,289.9546,2024-09-16 17:40:00,539
289.89,289.97,289.75,289.8,19506.0,289.8462,2024-09-16 17:45:00,542
289.8,290.01,289.8,289.98,17865.0,289.895,2024-09-16 17:50:00,538
289.975,290.215,289.94,290.19,24189.0,290.1115,2024-09-16 17:55:00,722
290.17,290.33,290.1,290.26,27786.0,290.2074,2024-09-16 18:00:00,805
290.25,290.3,290.041,290.155,21162.0,290.1686,2024-09-16 18:05:00,689
290.19,290.3,290.091,290.27,20790.0,290.1875,2024-09-16 18:10:00,686
290.245,290.25,289.76,289.8101,33224.0,289.9855,2024-09-16 18:15:00,1023
289.935,290.09,289.871,289.915,22219.0,290.0047,2024-09-16 18:20:00,616
289.95,290.07,289.94,290.03,21085.0,289.9964,2024-09-16 18:25:00,684
290.03,290.125,289.811,290.125,22577.0,290.0069,2024-09-16 18:30:00,778
290.14,290.1999,290.03,290.115,22975.0,290.1055,2024-09-16 18:35:00,781
290.11,290.19,289.98,290.1,27799.0,290.096,2024-09-16 18:40:00,810
290.09,290.11,289.88,290.09,29245.0,289.9762,2024-09-16 18:45:00,729
290.075,290.3,290.04,290.05,128545.0,290.1978,2024-09-16 18:50:00,864
290.065,290.4,290.065,290.37,29582.0,290.2527,2024-09-16 18:55:00,991
290.34,290.37,290.085,290.115,27630.0,290.2539,2024-09-16 19:00:00,823
290.12,290.225,289.97,290.2,43711.0,290.0833,2024-09-16 19:05:00,1038
290.15,290.2,289.9,289.945,27078.0,290.073,2024-09-16 19:10:00,839
289.93,290.32,289.93,290.24,43021.0,290.1595,2024-09-16 19:15:00,1169
290.23,290.31,290.1475,290.2575,42137.0,290.2376,2024-09-16 19:20:00,1128
290.29,290.31,290.195,290.285,37095.0,290.2557,2024-09-16 19:25:00,1077
290.28,290.51,290.28,290.405,49891.0,290.4081,2024-09-16 19:30:00,1354
290.38,290.55,290.23,290.23,62283.0,290.4158,2024-09-16 19:35:00,1390
290.215,290.38,290.13,290.175,65416.0,290.2742,2024-09-16 19:40:00,1547
290.2,290.23,290.02,290.09,75430.0,290.141,2024-09-16 19:45:00,1596
290.11,290.635,290.09,290.5,114124.0,290.3952,2024-09-16 19:50:00,2529
290.48,290.73,290.32,290.46,261430.0,290.476,2024-09-16 19:55:00,5419
290.48,290.48,290.48,290.48,39266.0,290.48,2024-09-16 20:00:00,57
290.48,290.48,290.48,290.48,16361.0,290.4801,2024-09-16 20:05:00,2
290.5,290.5,290.5,290.5,4956.0,290.4797,2024-09-16 20:55:00,3
290.48,290.48,290.48,290.48,610.0,290.4778,2024-09-16 21:55:00,10
290.48,290.49,290.48,290.49,546.0,290.4827,2024-09-16 22:00:00,6
290.48,290.48,290.48,290.48,250.0,290.48,2024-09-16 22:10:00,1
290.2914,290.2914,290.2914,290.2914,125.0,290.2914,2024-09-16 23:45:00,1
290.25,290.25,290.25,290.25,147.0,290.2575,2024-09-16 23:50:00,2
291.1,291.1,291.1,291.1,329.0,291.0664,2024-09-17 12:00:00,23
291.13,291.13,291.0,291.0,430.0,291.0337,2024-09-17 13:00:00,12
290.9,290.9,290.9,290.9,461.0,290.8986,2024-09-17 13:15:00,9
290.9,291.515,290.085,291.174,145968.0,290.9543,2024-09-17 13:30:00,1849
291.258,292.0,290.916,291.845,61629.0,291.6125,2024-09-17 13:35:00,1249
291.82,292.6,291.63,292.52,57430.0,292.0734,2024-09-17 13:40:00,1281
292.5,292.8,292.01,292.33,72185.0,292.4854,2024-09-17 13:45:00,1413
292.29,292.6,292.16,292.205,47598.0,292.337,2024-09-17 13:50:00,968
292.23,292.29,291.55,291.6,56353.0,291.8811,2024-09-17 13:55:00,1121
291.63,291.89,291.34,291.67,56109.0,291.6013,2024-09-17 14:00:00,1173
291.62,291.88,291.27,291.88,69590.0,291.5002,2024-09-17 14:05:00,1361
291.88,292.0288,291.71,291.8269,41056.0,291.8686,2024-09-17 14:10:00,913
291.8348,292.38,291.8348,292.375,31348.0,292.1905,2024-09-17 14:15:00,898
292.375,292.6999,292.29,292.6999,51642.0,292.5142,2024-09-17 14:20:00,1071
292.605,292.605,292.14,292.36,41728.0,292.3445,2024-09-17 14:25:00,1060
292.4,292.61,292.29,292.5721,118265.0,292.4613,2024-09-17 14:30:00,2085
292.51,292.675,292.16,292.46,62268.0,292.4918,2024-09-17 14:35:00,1451
292.465,292.65,292.3,292.3212,44836.0,292.4888,2024-09-17 14:40:00,1100
292.35,292.63,292.34,292.59,34880.0,292.4582,2024-09-17 14:45:00,913
292.63,292.93,292.53,292.57,58565.0,292.7368,2024-09-17 14:50:00,1268
292.52,292.66,292.2,292.3,37591.0,292.4609,2024-09-17 14:55:00,1024
292.34,292.86,292.32,292.67,33804.0,292.6054,2024-09-17 15:00:00,872
292.635,292.85,292.62,292.72,30644.0,292.7335,2024-09-17 15:05:00,778
292.69,292.85,292.63,292.85,27074.0,292.7356,2024-09-17 15:10:00,696
292.8,293.07,292.71,292.71,50803.0,292.9052,2024-09-17 15:15:00,1199
292.72,292.81,292.63,292.7,29151.0,292.7336,2024-09-17 15:20:00,954
292.72,292.76,292.47,292.61,33169.0,292.5975,2024-09-17 15:25:00,1012
292.63,292.68,292.45,292.49,25213.0,292.5781,2024-09-17 15:30:00,846
292.54,292.56,292.31,292.44,30088.0,292.4511,2024-09-17 15:35:00,918
292.44,292.48,292.28,292.375,21807.0,292.376,2024-09-17 15:40:00,872
292.4,292.53,292.36,292.44,27786.0,292.4462,2024-09-17 15:45:00,948
292.45,292.45,292.31,292.365,19897.0,292.3681,2024-09-17 15:50:00,652
292.36,292.56,292.35,292.46,25449.0,292.4589,2024-09-17 15:55:00,776
292.38,292.66,292.32,292.565,24929.0,292.4881,2024-09-17 16:00:00,744
292.59,292.67,292.5349,292.5641,31519.0,292.604,2024-09-17 16:05:00,1046
292.595,292.705,292.39,292.465,27782.0,292.5561,2024-09-17 16:10:00,737
292.46,292.62,292.42,292.62,27501.0,292.5097,2024-09-17 16:15:00,848
292.6,292.76,292.48,292.76,25135.0,292.6146,2024-09-17 16:20:00,765
292.73,292.83,292.57,292.61,23952.0,292.6865,2024-09-17 16:25:00,739
292.605,292.605,292.43,292.48,26909.0,292.4913,2024-09-17 16:30:00,694
292.48,292.53,292.34,292.42,22257.0,292.4497,2024-09-17 16:35:00,615
292.5108,292.5108,292.28,292.32,18535.0,292.3842,2024-09-17 16:40:00,607
292.31,292.34,291.94,292.0193,38488.0,292.1306,2024-09-17 16:45:00,932
291.96,292.13,291.83,292.08,29250.0,291.936,2024-09-17 16:50:00,849
292.08,292.2,291.88,291.92,29245.0,292.077,2024-09-17 16:55:00,769
291.9899,292.0,291.845,291.89,20062.0,291.923,2024-09-17 17:00:00,668
291.92,291.96,291.81,291.92,19590.0,291.8975,2024-09-17 17:05:00,657
291.9272,291.93,291.83,291.92,32133.0,291.8843,2024-09-17 17:10:00,796
291.92,291.92,291.68,291.7025,31274.0,291.7919,2024-09-17 17:15:00,793
291.7286,292.035,291.69,291.98,20879.0,291.8251,2024-09-17 17:20:00,710
292.03,292.23,291.915,292.1,25285.0,292.085,2024-09-17 17:25:00,685
292.08,292.205,291.75,291.75,27335.0,291.9934,2024-09-17 17:30:00,732
291.79,292.015,291.79,291.99,27129.0,291.9134,2024-09-17 17:35:00,671
291.95,291.99,291.69,291.83,33934.0,291.8479,2024-09-17 17:40:00,722
291.83,292.025,291.62,291.99,30358.0,291.8296,2024-09-17 17:45:00,862
291.97,292.3,291.955,292.21,30781.0,292.1617,2024-09-17 17:50:00,779
292.195,292.25,292.0098,292.025,24575.0,292.122,2024-09-17 17:55:00,670
292.0,292.08,291.91,292.025,23729.0,291.9873,2024-09-17 18:00:00,747
292.04,292.175,292.0,292.16,28147.0,292.0741,2024-09-17 18:05:00,764
292.19,292.28,292.11,292.15,27014.0,292.1906,2024-09-17 18:10:00,731
292.2,292.285,292.1,292.14,25199.0,292.1917,2024-09-17 18:15:00,675
292.12,292.22,292.03,292.14,26133.0,292.1389,2024-09-17 18:20:00,762
292.165,292.1678,291.91,292.0605,37864.0,292.0744,2024-09-17 18:25:00,871
292.07,292.17,291.885,292.14,33371.0,292.021,2024-09-17 18:30:00,867
292.14,292.19,292.1,292.165,33193.0,292.141,2024-09-17 18:35:00,934
292.15,292.25,292.11,292.15,31212.0,292.1894,2024-09-17 18:40:00,818
292.16,292.19,291.65,291.765,45242.0,292.0103,2024-09-17 18:45:00,1134
291.765,291.79,291.57,291.71,34785.0,291.674,2024-09-17 18:50:00,938
291.7,291.75,291.54,291.64,37432.0,291.6409,2024-09-17 18:55:00,953
291.62,291.63,291.45,291.55,30494.0,291.5511,2024-09-17 19:00:00,910
291.482,291.62,291.41,291.62,29185.0,291.4864,2024-09-17 19:05:00,818
291.62,291.81,291.62,291.79,35508.0,291.734,2024-09-17 19:10:00,887
291.8,291.88,291.58,291.58,39440.0,291.7744,2024-09-17 19:15:00,955
291.59,291.67,291.49,291.58,48911.0,291.5926,2024-09-17 19:20:00,1034
291.6,291.81,291.59,291.72,45167.0,291.7087,2024-09-17 19:25:00,1098
291.7,291.71,291.59,291.6303,59701.0,291.661,2024-09-17 19:30:00,1165
291.645,291.645,291.505,291.62,41779.0,291.5962,2024-09-17 19:35:00,1188
291.625,291.775,291.27,291.31,79905.0,291.4938,2024-09-17 19:40:00,1795
291.315,291.51,291.315,291.5,59419.0,291.4373,2024-09-17 19:45:00,1690
291.52,291.53,291.215,291.47,95400.0,291.3558,2024-09-17 19:50:00,2352
291.46,291.7,291.29,291.69,257109.0,291.4516,2024-09-17 19:55:00,5179
291.56,291.56,291.56,291.56,354491.0,291.56,2024-09-17 20:00:00,71
291.56,291.56,291.56,291.56,7586.0,291.5511,2024-09-17 20:05:00,5
291.4,291.56,291.4,291.56,4290.0,291.471,2024-09-17 20:20:00,27
291.56,291.56,291.56,291.56,100.0,291.56,2024-09-17 20:35:00,1
291.85,292.0,291.85,292.0,3307.0,291.9736,2024-09-17 21:00:00,73
291.55,291.56,291.55,291.56,946.0,291.5957,2024-09-17 21:20:00,23
291.84,291.84,291.84,291.84,101.0,291.8381,2024-09-18 12:10:00,2
291.8,291.8,291.8,291.8,289.0,291.7566,2024-09-18 12:15:00,9
291.73,291.73,291.73,291.73,373.0,291.7375,2024-09-18 12:35:00,17
292.18,292.18,292.18,292.18,462.0,292.1985,2024-09-18 13:25:00,14
291.84,292.02,291.23,291.73,157620.0,291.6974,2024-09-18 13:30:00,1955
291.54,291.8999,291.1,291.27,47410.0,291.4337,2024-09-18 13:35:00,1159
291.27,291.64,291.11,291.2,47992.0,291.3712,2024-09-18 13:40:00,1218
291.255,291.295,290.41,290.43,44964.0,290.7936,2024-09-18 13:45:00,1150
290.43,290.47,289.77,289.865,38251.0,290.1485,2024-09-18 13:50:00,1157
289.89,290.0,289.66,289.9,38747.0,289.8106,2024-09-18 13:55:00,1167
289.94,290.39,289.94,290.19,54749.0,290.1864,2024-09-18 14:00:00,1420
290.25,290.26,289.66,290.1,48615.0,289.8992,2024-09-18 14:05:00,1319
290.0069,290.29,289.82,289.86,35751.0,290.0156,2024-09-18 14:10:00,1070
289.86,290.005,289.55,289.555,40481.0,289.7786,2024-09-18 14:15:00,973
289.555,289.7299,289.3234,289.3992,43294.0,289.4777,2024-09-18 14:20:00,1154
289.46,289.59,289.2701,289.42,42320.0,289.4536,2024-09-18 14:25:00,1217
289.4,289.44,288.74,288.74,43677.0,289.1309,2024-09-18 14:30:00,1227
288.8036,288.86,288.53,288.655,58102.0,288.6761,2024-09-18 14:35:00,1335
288.655,289.23,288.655,289.15,53228.0,288.987,2024-09-18 14:40:00,1338
289.16,289.3,289.04,289.14,38875.0,289.1466,2024-09-18 14:45:00,939
289.125,289.15,288.93,289.055,46379.0,289.057,2024-09-18 14:50:00,941
289.055,289.06,288.77,288.96,52482.0,288.923,2024-09-18 14:55:00,1068
288.96,289.05,288.78,288.835,42702.0,288.9415,2024-09-18 15:00:00,987
288.835,289.26,288.835,289.24,40502.0,289.0186,2024-09-18 15:05:00,966
289.24,289.295,289.09,289.2946,32801.0,289.1574,2024-09-18 15:10:00,807
289.29,289.595,289.24,289.595,28891.0,289.3908,2024-09-18 15:15:00,787
289.61,289.6499,289.38,289.405,39563.0,289.4827,2024-09-18 15:20:00,878
289.42,289.57,289.33,289.41,41477.0,289.4506,2024-09-18 15:25:00,907
289.42,289.5,289.25,289.5,34452.0,289.3676,2024-09-18 15:30:00,839
289.4995,289.54,289.39,289.52,34288.0,289.4848,2024-09-18 15:35:00,782
289.53,289.61,289.46,289.5,38754.0,289.5549,2024-09-18 15:40:00,868
289.5,289.5,289.34,289.385,32415.0,289.4325,2024-09-18 15:45:00,913
289.38,289.415,289.2159,289.33,26806.0,289.336,2024-09-18 15:50:00,747
289.35,289.515,289.35,289.36,46092.0,289.4502,2024-09-18 15:55:00,1156
289.35,289.5,289.195,289.295,32742.0,289.3547,2024-09-18 16:00:00,956
289.29,289.375,289.18,289.2,61678.0,289.2863,2024-09-18 16:05:00,1130
289.19,289.53,289.13,289.51,44101.0,289.4119,2024-09-18 16:10:00,925
289.51,290.255,289.51,290.17,43345.0,289.8931,2024-09-18 16:15:00,1035
290.13,290.235,290.07,290.1722,21827.0,290.1764,2024-09-18 16:20:00,674
290.17,290.41,290.17,290.345,20712.0,290.3131,2024-09-18 16:25:00,701
290.34,290.37,290.18,290.18,21476.0,290.2541,2024-09-18 16:30:00,652
290.15,290.15,289.86,289.91,20970.0,289.9758,2024-09-18 16:35:00,617
289.91,290.09,289.83,290.04,45111.0,289.9231,2024-09-18 16:40:00,730
290.07,290.24,290.01,290.22,13546.0,290.1081,2024-09-18 16:45:00,485
290.22,290.26,290.14,290.255,16146.0,290.2039,2024-09-18 16:50:00,574
290.255,290.4,290.19,290.4,22409.0,290.2585,2024-09-18 16:55:00,604
290.39,290.49,290.35,290.44,22421.0,290.4157,2024-09-18 17:00:00,617
290.37,290.372,290.23,290.29,15310.0,290.3211,2024-09-18 17:05:00,559
290.26,290.345,290.23,290.28,17310.0,290.2882,2024-09-18 17:10:00,570
290.315,290.37,290.173,290.26,15896.0,290.2734,2024-09-18 17:15:00,624
290.28,290.3301,290.135,290.175,16473.0,290.2675,2024-09-18 17:20:00,674
290.21,290.46,290.205,290.43,18217.0,290.2996,2024-09-18 17:25:00,634
290.41,290.55,290.39,290.525,20545.0,290.4774,2024-09-18 17:30:00,622
290.57,290.62,290.23,290.29,20041.0,290.3719,2024-09-18 17:35:00,751
290.2898,290.33,290.15,290.18,22246.0,290.2284,2024-09-18 17:40:00,640
290.2,290.32,290.02,290.035,25256.0,290.2109,2024-09-18 17:45:00,712
290.035,290.2,290.035,290.08,21494.0,290.134,2024-09-18 17:50:00,776
290.0807,290.28,290.02,290.165,25447.0,290.1447,2024-09-18 17:55:00,769
290.1,291.75,289.01,290.6219,63093.0,290.9584,2024-09-18 18:00:00,1935
290.66,291.09,289.96,290.23,60030.0,290.5285,2024-09-18 18:05:00,1547
290.2,290.25,289.36,289.835,67717.0,289.7388,2024-09-18 18:10:00,1627
289.775,290.37,289.7,290.15,39832.0,290.0974,2024-09-18 18:15:00,1377
290.075,290.23,289.7042,289.82,37858.0,289.8755,2024-09-18 18:20:00,993
289.8,290.01,289.645,289.98,46515.0,289.8521,2024-09-18 18:25:00,1263
290.035,290.29,289.91,290.1293,44950.0,290.1112,2024-09-18 18:30:00,1191
290.145,290.15,289.2,289.2,47251.0,289.5214,2024-09-18 18:35:00,1402
289.15,289.15,288.13,288.43,94554.0,288.6581,2024-09-18 18:40:00,2361
288.52,289.31,288.4,289.18,62245.0,288.9357,2024-09-18 18:45:00,1680
289.1,289.49,289.05,289.295,36891.0,289.2658,2024-09-18 18:50:00,1145
289.22,289.47,289.06,289.06,44557.0,289.2598,2024-09-18 18:55:00,1400
289.06,289.06,288.5,288.7,41946.0,288.8123,2024-09-18 19:00:00,1212
288.735,288.94,288.535,288.5901,55116.0,288.7212,2024-09-18 19:05:00,1605
288.55,289.59,288.52,289.45,44208.0,289.1424,2024-09-18 19:10:00,1361
289.38,289.86,289.28,289.86,32978.0,289.592,2024-09-18 19:15:00,1069
289.83,289.84,288.78,289.41,52068.0,289.2509,2024-09-18 19:20:00,1529
289.435,290.12,289.435,289.65,55399.0,289.7352,2024-09-18 19:25:00,1611
289.78,289.869,289.1,289.23,49716.0,289.604,2024-09-18 19:30:00,1530
289.23,289.5,288.9628,289.32,62183.0,289.194,2024-09-18 19:35:00,1835
289.3,289.44,288.74,288.76,57619.0,289.1288,2024-09-18 19:40:00,1823
288.71,289.07,288.39,288.39,98266.0,288.7527,2024-09-18 19:45:00,2621
288.42,289.045,288.29,288.875,120503.0,288.6884,2024-09-18 19:50:00,3146
288.85,289.0,288.37,288.55,286996.0,288.5736,2024-09-18 19:55:00,6286
288.48,288.48,288.48,288.48,27305.0,288.4804,2024-09-18 20:00:00,42
288.48,288.48,288.48,288.48,2487.0,288.4817,2024-09-18 20:25:00,3
289.0,289.0,289.0,289.0,400.0,289.0133,2024-09-18 21:45:00,5
289.5,289.6,289.5,289.5,3530.0,289.5126,2024-09-18 21:50:00,29
289.48,289.5,289.48,289.5,999.0,289.4963,2024-09-18 22:15:00,4
289.5733,289.5733,289.5733,289.5733,251.0,289.5733,2024-09-18 22:25:00,1
289.57,289.57,289.57,289.57,1000.0,289.5674,2024-09-18 23:55:00,11
290.35,290.35,290.25,290.25,528.0,290.3503,2024-09-19 08:55:00,19
290.9,290.9,290.9,290.9,200.0,290.9,2024-09-19 09:15:00,2
291.0,291.2,291.0,291.2,2021.0,291.1529,2024-09-19 09:20:00,66
291.1,291.49,291.1,291.49,2602.0,291.2861,2024-09-19 09:25:00,26
291.47,291.47,291.47,291.47,315.0,291.4719,2024-09-19 10:25:00,5
291.75,291.75,291.75,291.75,500.0,291.7425,2024-09-19 10:50:00,17
291.94,292.01,291.94,292.0,4027.0,291.9793,2024-09-19 10:55:00,60
291.6,291.99,287.759,287.759,1483.0,291.3077,2024-09-19 12:00:00,119
291.84,291.84,291.84,291.84,680.0,291.84,2024-09-19 12:15:00,1
291.7689,291.7689,291.7689,291.7689,250.0,291.7863,2024-09-19 12:30:00,3
291.22,291.22,291.2,291.2,718.0,291.2574,2024-09-19 12:50:00,15
291.5,291.5,291.5,291.5,350.0,291.5,2024-09-19 12:55:00,3
291.84,292.0,291.2,291.2,3158.0,291.6014,2024-09-19 13:25:00,89
291.09,291.4775,290.45,291.205,178589.0,291.0461,2024-09-19 13:30:00,2394
291.205,291.29,290.49,290.66,61152.0,290.8203,2024-09-19 13:35:00,1432
290.67,291.06,290.5952,290.94,62230.0,290.8207,2024-09-19 13:40:00,1426
291.05,291.05,290.24,290.54,63075.0,290.572,2024-09-19 13:45:00,1555
290.54,290.6,289.4033,289.55,71443.0,290.0176,2024-09-19 13:50:00,2082
289.58,290.035,289.55,289.785,86698.0,289.7969,2024-09-19 13:55:00,2094
289.76,290.65,289.625,290.525,86024.0,290.2433,2024-09-19 14:00:00,2154
290.54,290.54,289.36,289.37,61150.0,289.8144,2024-09-19 14:05:00,1690
289.37,290.045,289.35,289.64,90434.0,289.7634,2024-09-19 14:10:00,1820
289.64,289.76,289.14,289.21,109206.0,289.4955,2024-09-19 14:15:00,1594
289.135,289.215,288.0,288.075,114739.0,288.6034,2024-09-19 14:20:00,1888
288.085,288.1,287.435,287.51,199508.0,287.722,2024-09-19 14:25:00,3565
287.52,287.56,286.54,287.3,271052.0,287.0706,2024-09-19 14:30:00,4480
287.305,287.7,286.22,286.22,140358.0,287.0675,2024-09-19 14:35:00,2580
286.25,286.52,283.61,283.74,347277.0,284.9604,2024-09-19 14:40:00,6104
283.64,284.45,283.0,284.03,302213.0,283.8861,2024-09-19 14:45:00,5198
284.08,285.0,283.26,283.285,239502.0,284.2275,2024-09-19 14:50:00,3691
283.215,283.78,283.03,283.72,208466.0,283.4503,2024-09-19 14:55:00,3205
283.715,284.22,283.56,283.97,118524.0,283.8474,2024-09-19 15:00:00,2438
283.9,284.09,282.87,283.52,132126.0,283.4782,2024-09-19 15:05:00,2488
283.5153,284.5,283.5153,283.64,92683.0,283.9432,2024-09-19 15:10:00,1917
283.68,283.74,283.18,283.265,126479.0,283.4146,2024-09-19 15:15:00,2271
283.27,283.84,283.01,283.5447,122462.0,283.4068,2024-09-19 15:20:00,2478
283.53,283.6,283.13,283.46,85829.0,283.3765,2024-09-19 15:25:00,1699
283.47,284.21,283.415,284.095,77459.0,283.9132,2024-09-19 15:30:00,1724
284.15,284.35,283.31,283.57,95595.0,283.719,2024-09-19 15:35:00,1896
283.57,284.07,283.5,284.06,58198.0,283.7955,2024-09-19 15:40:00,1327
284.06,284.625,284.06,284.6,54083.0,284.4881,2024-09-19 15:45:00,1375
284.63,285.05,284.545,284.655,63722.0,284.7873,2024-09-19 15:50:00,1778
284.675,285.42,284.675,285.38,53668.0,285.1396,2024-09-19 15:55:00,1258
285.38,286.04,285.31,286.04,76003.0,285.6997,2024-09-19 16:00:00,1483
286.09,286.09,285.79,286.035,49502.0,285.9414,2024-09-19 16:05:00,1139
286.06,286.59,285.95,286.355,70019.0,286.1838,2024-09-19 16:10:00,1581
286.35,286.7,286.21,286.67,35028.0,286.4374,2024-09-19 16:15:00,945
286.63,286.97,286.48,286.935,53650.0,286.6621,2024-09-19 16:20:00,1193
286.93,287.029,286.6,286.6268,46481.0,286.8204,2024-09-19 16:25:00,1221
286.67,286.99,286.65,286.875,32674.0,286.8157,2024-09-19 16:30:00,902
286.88,287.04,286.7301,286.92,38230.0,286.9066,2024-09-19 16:35:00,992
286.935,286.95,286.45,286.91,37106.0,286.6368,2024-09-19 16:40:00,1005
286.89,286.89,286.52,286.545,24517.0,286.6844,2024-09-19 16:45:00,836
286.53,286.54,286.32,286.32,32212.0,286.4577,2024-09-19 16:50:00,956
286.26,286.27,285.73,285.845,37075.0,285.9978,2024-09-19 16:55:00,890
285.83,286.33,285.815,286.26,34920.0,286.033,2024-09-19 17:00:00,857
286.25,286.4193,286.05,286.11,30897.0,286.2225,2024-09-19 17:05:00,901
286.12,286.13,285.65,285.775,36650.0,285.8457,2024-09-19 17:10:00,1060
285.75,286.0,285.59,285.79,38001.0,285.8354,2024-09-19 17:15:00,984
285.83,285.86,285.64,285.77,36478.0,285.7724,2024-09-19 17:20:00,979
285.78,285.99,285.73,285.99,37535.0,285.8587,2024-09-19 17:25:00,925
285.99,286.12,285.8,285.91,57840.0,286.0053,2024-09-19 17:30:00,1115
285.94,286.23,285.84,286.1,40903.0,286.0959,2024-09-19 17:35:00,866
286.105,286.34,286.0301,286.33,50589.0,286.1501,2024-09-19 17:40:00,1011
286.31,286.78,286.18,286.715,60081.0,286.436,2024-09-19 17:45:00,1078
286.71,286.83,286.49,286.52,47804.0,286.6687,2024-09-19 17:50:00,1002
286.55,286.55,286.19,286.275,40443.0,286.3001,2024-09-19 17:55:00,1028
