gvkey,datadate,fyear,at,lt,sale,ni,roe,roa,ticker,conm
180711,2013-10-31,2013,3415.0,529.0,2520.0,552.0,0.19126819126819128,0.1616398243045388,AVGO,BROADCOM INC
024800,2013-09-30,2013,45516.0,9429.0,24866.0,6853.0,0.18989691864331634,0.15056243958168555,QCOM,QUALCOMM INC
001690,2013-09-30,2013,207000.0,83451.0,170910.0,37037.0,0.29977579745687943,0.17892270531400967,AAPL,APPLE INC
012141,2013-06-30,2013,142431.0,63487.0,77849.0,21863.0,0.2769431495743818,0.15349888718045931,MSFT,MICROSOFT CORP
117768,2013-01-31,2012,6412.245,1584.542,4280.159,562.536,0.1165224952736322,0.0877284008954742,NVDA,NVIDIA CORP
157855,2013-01-31,2012,5528.956,,3050.195,-270.445,-0.11669017484649209,-0.04891429774445664,CRM,SALESFORCE INC
170617,2012-12-31,2012,15103.0,3348.0,5089.0,53.0,0.004508719693747341,0.0035092365755147984,META,META PLATFORMS INC
160329,2012-12-31,2012,93798.0,22083.0,50175.0,10737.0,0.14971763229449905,0.11446939167146421,GOOGL,ALPHABET INC
147579,2012-12-31,2012,3967.89,3223.217,3609.282,17.152,0.023032928547160967,0.00432270047808785,NFLX,NETFLIX INC
006008,2012-12-31,2012,84351.0,33148.0,53341.0,11005.0,0.21492881276487705,0.1304667401690555,INTC,INTEL CORP
001161,2012-12-31,2012,4000.0,3462.0,5422.0,-1183.0,-2.1988847583643123,-0.29575,AMD,ADVANCED MICRO DEVICES
064768,2012-12-31,2012,32555.0,24363.0,61093.0,-39.0,-0.0047607421875,-0.0011979726616495163,AMZN,AMAZON.COM INC
184996,2012-12-31,2012,1114.19,989.49,413.256,-396.213,-3.1773295910184443,-0.3556063149014082,TSLA,TESLA INC
012540,2012-11-30,2012,9974.523,3309.341,4403.677,832.775,0.12494407504551264,0.08349020800292906,ADBE,ADOBE INC
180711,2012-10-31,2012,2862.0,443.0,2364.0,563.0,0.23274080198429103,0.19671558350803633,AVGO,BROADCOM INC
001690,2012-09-30,2012,176064.0,57854.0,156508.0,41733.0,0.35304119786820065,0.23703312431842966,AAPL,APPLE INC
024800,2012-09-30,2012,43012.0,9467.0,19121.0,6109.0,0.18223309369686483,0.14203013112619733,QCOM,QUALCOMM INC
012141,2012-06-30,2012,121271.0,54908.0,73723.0,16978.0,0.2558353299278212,0.1400004947596705,MSFT,MICROSOFT CORP
157855,2012-01-31,2011,4164.154,2498.053,2266.539,-11.572,-0.007290091724624533,-0.0027789558215186084,CRM,SALESFORCE INC
117768,2012-01-31,2011,5552.928,1407.204,3997.93,581.09,0.14016610850119304,0.10464569322706868,NVDA,NVIDIA CORP
160329,2011-12-31,2011,72574.0,14429.0,37905.0,9737.0,0.16746065869808238,0.13416650591120788,GOOGL,ALPHABET INC
184996,2011-12-31,2011,713.448,489.403,204.242,-254.411,-1.135535271931978,-0.35659361298931386,TSLA,TESLA INC
170617,2011-12-31,2011,6331.0,1432.0,3711.0,1000.0,0.2334267040149393,0.15795293002685198,META,META PLATFORMS INC
001161,2011-12-31,2011,4954.0,3364.0,6568.0,491.0,0.30880503144654087,0.09911182882519176,AMD,ADVANCED MICRO DEVICES
147579,2011-12-31,2011,3069.196,2426.386,3204.577,226.126,0.3517773525614101,0.07367597246966306,NFLX,NETFLIX INC
006008,2011-12-31,2011,71119.0,25208.0,53999.0,12942.0,0.2818932282023916,0.18197668696129024,INTC,INTEL CORP
064768,2011-12-31,2011,25278.0,17521.0,48077.0,631.0,0.08134588113961583,0.024962417912809558,AMZN,AMAZON.COM INC
012540,2011-11-30,2011,8991.183,3208.07,4216.258,832.847,0.14401361342930702,0.09262930139448836,ADBE,ADOBE INC
180711,2011-10-31,2011,2446.0,440.0,2336.0,552.0,0.27517447657028915,0.22567457072771874,AVGO,BROADCOM INC
001690,2011-09-30,2011,116371.0,39756.0,108249.0,25922.0,0.3383410559289956,0.22275309140593447,AAPL,APPLE INC
024800,2011-09-30,2011,36422.0,9450.0,14556.0,4260.0,0.15806463582056324,0.11696227554774587,QCOM,QUALCOMM INC
012141,2011-06-30,2011,108704.0,51621.0,69943.0,23150.0,0.4055498134295675,0.21296364439211068,MSFT,MICROSOFT CORP
157855,2011-01-31,2010,3091.165,1814.674,1657.139,64.474,0.05050877757853365,0.0208575084151121,CRM,SALESFORCE INC
117768,2011-01-31,2010,4495.246,1313.784,3543.309,253.146,0.07956907861857222,0.0563141594475586,NVDA,NVIDIA CORP
160329,2010-12-31,2010,57851.0,11610.0,29321.0,8505.0,0.18392768322484376,0.14701560906466613,GOOGL,ALPHABET INC
006008,2010-12-31,2010,63186.0,13756.0,43623.0,11464.0,0.23192393283431115,0.1814325958281898,INTC,INTEL CORP
147579,2010-12-31,2010,982.067,691.903,2162.625,160.853,0.5543520216153623,0.1637902505633526,NFLX,NETFLIX INC
001161,2010-12-31,2010,4964.0,3951.0,6494.0,471.0,0.46495557749259625,0.09488315874294924,AMD,ADVANCED MICRO DEVICES
170617,2010-12-31,2010,2990.0,828.0,1974.0,606.0,0.39172592113768584,0.20267558528428092,META,META PLATFORMS INC
064768,2010-12-31,2010,18797.0,11933.0,34204.0,1152.0,0.16783216783216784,0.0612863754854498,AMZN,AMAZON.COM INC
184996,2010-12-31,2010,386.082,179.034,116.744,-154.328,-0.7453730535914377,-0.3997285550737926,TSLA,TESLA INC
012540,2010-11-30,2010,8141.148,2948.761,3800.0,774.68,0.14919535080878987,0.09515611311819905,ADBE,ADOBE INC
180711,2010-10-31,2010,2157.0,652.0,2093.0,415.0,0.2757475083056478,0.1923968474733426,AVGO,BROADCOM INC
024800,2010-09-30,2010,30572.0,9714.0,10991.0,3247.0,0.15567168472528525,0.10620829517205285,QCOM,QUALCOMM INC
001690,2010-09-30,2010,75183.0,27392.0,65225.0,14013.0,0.2932142035111213,0.18638522006304617,AAPL,APPLE INC
012141,2010-06-30,2010,86113.0,39938.0,62484.0,18760.0,0.4062804547915539,0.21785328579889215,MSFT,MICROSOFT CORP
157855,2010-01-31,2009,2460.201,1403.535,1305.583,80.719,0.07733171616839209,0.03280992081541305,CRM,SALESFORCE INC
117768,2010-01-31,2009,3585.918,920.778,3326.445,-67.987,-0.025509729320035722,-0.018959440790335975,NVDA,NVIDIA CORP
147579,2009-12-31,2009,679.734,480.591,1670.269,115.86,0.581792982931863,0.17044902859059574,NFLX,NETFLIX INC
006008,2009-12-31,2009,53095.0,11391.0,35127.0,4369.0,0.10476213312871667,0.08228646765232131,INTC,INTEL CORP
064768,2009-12-31,2009,13813.0,8556.0,24509.0,902.0,0.17158074947688795,0.06530080359082024,AMZN,AMAZON.COM INC
160329,2009-12-31,2009,40496.778,4492.554,23650.563,6520.448,0.1811023062182926,0.16101152541073763,GOOGL,ALPHABET INC
001161,2009-12-31,2009,9078.0,7354.0,5403.0,376.0,0.5802469135802469,0.041418814716898,AMD,ADVANCED MICRO DEVICES
184996,2009-12-31,2009,130.424,64.722,111.943,-55.74,,-0.4273753296939214,TSLA,TESLA INC
012540,2009-11-30,2009,7282.237,2391.669,2945.853,386.508,0.07903131088249872,0.05307544920606127,ADBE,ADOBE INC
180711,2009-10-31,2009,1970.0,930.0,1484.0,-44.0,-0.04230769230769231,-0.02233502538071066,AVGO,BROADCOM INC
001690,2009-09-30,2009,47501.0,15861.0,42905.0,8235.0,0.2602718078381795,0.1733647712679733,AAPL,APPLE INC
024800,2009-09-30,2009,27445.0,7129.0,10416.0,1592.0,0.07836188226028745,0.058006922936782654,QCOM,QUALCOMM INC
012141,2009-06-30,2009,77888.0,38330.0,58437.0,14569.0,0.3682946559482279,0.18705063681183237,MSFT,MICROSOFT CORP
117768,2009-01-31,2008,3350.727,956.075,3424.859,-30.041,-0.01254503785936328,-0.008965517035556762,NVDA,NVIDIA CORP
157855,2009-01-31,2008,1479.822,797.335,1076.769,43.428,0.06464577900039298,0.029346772787537962,CRM,SALESFORCE INC
006008,2008-12-31,2008,50715.0,11627.0,37586.0,5292.0,0.1353868194842407,0.10434782608695652,INTC,INTEL CORP
184996,2008-12-31,2008,51.699,150.235,14.742,-82.782,,-1.6012301978761678,TSLA,TESLA INC
064768,2008-12-31,2008,8314.0,5642.0,19166.0,645.0,0.24139221556886228,0.07757998556651431,AMZN,AMAZON.COM INC
147579,2008-12-31,2008,617.946,270.791,1371.161,83.026,0.2391611816047587,0.13435801833817193,NFLX,NETFLIX INC
001161,2008-12-31,2008,7675.0,7588.0,5808.0,-3098.0,,-0.40364820846905536,AMD,ADVANCED MICRO DEVICES
160329,2008-12-31,2008,31767.575,3528.713,21795.55,4226.858,0.14968230660286522,0.1330557337159037,GOOGL,ALPHABET INC
012540,2008-11-30,2008,5821.598,1411.244,3579.889,871.814,0.1976743816936237,0.14975510160612257,ADBE,ADOBE INC
180711,2008-10-31,2008,1871.0,1091.0,1699.0,83.0,0.1064102564102564,0.04436130411544629,AVGO,BROADCOM INC
024800,2008-09-30,2008,24563.0,6619.0,11142.0,3160.0,0.1761034329023629,0.12864878068639823,QCOM,QUALCOMM INC
001690,2008-09-30,2008,39572.0,18542.0,32479.0,4834.0,0.22986210175939134,0.1221570807641767,AAPL,APPLE INC
012141,2008-06-30,2008,72793.0,36507.0,60420.0,17681.0,0.4872678167888442,0.2428942343357191,MSFT,MICROSOFT CORP
117768,2008-01-31,2007,3747.671,1129.759,4097.86,797.645,0.3046874761260119,0.2128375196221867,NVDA,NVIDIA CORP
157855,2008-01-31,2007,1089.593,628.591,748.7,18.356,0.04060531921718183,0.016846657421624403,CRM,SALESFORCE INC
160329,2007-12-31,2007,25335.806,2646.127,16593.986,4203.72,0.18527013978470122,0.16592012111238932,GOOGL,ALPHABET INC
006008,2007-12-31,2007,55651.0,12889.0,38334.0,6976.0,0.1631354941303026,0.12535264415733768,INTC,INTEL CORP
001161,2007-12-31,2007,11550.0,8295.0,6013.0,-3379.0,-1.1301003344481606,-0.29255411255411257,AMD,ADVANCED MICRO DEVICES
147579,2007-12-31,2007,647.02,216.271,1205.34,66.952,0.15543158544767371,0.1034774813761553,NFLX,NETFLIX INC
064768,2007-12-31,2007,6485.0,5288.0,14835.0,476.0,0.39766081871345027,0.07340015420200463,AMZN,AMAZON.COM INC
012540,2007-11-30,2007,5713.679,1063.697,3157.881,723.807,0.15565802190202027,0.1266796752145159,ADBE,ADOBE INC
001690,2007-09-30,2007,25347.0,10815.0,24006.0,3496.0,0.24057252958987063,0.1379255927723202,AAPL,APPLE INC
024800,2007-09-30,2007,18495.0,2660.0,8871.0,3303.0,0.20858856962425007,0.17858880778588807,QCOM,QUALCOMM INC
012141,2007-06-30,2007,63171.0,32074.0,51122.0,14065.0,0.4522944335466444,0.22264963353437495,MSFT,MICROSOFT CORP
157855,2007-01-31,2006,664.832,378.407,497.098,0.481,0.001706938830551721,0.0007234910473623412,CRM,SALESFORCE INC
117768,2007-01-31,2006,2675.263,668.344,3068.771,448.834,0.22364330598295198,0.16777191625645776,NVDA,NVIDIA CORP
001161,2006-12-31,2006,13147.0,7072.0,5649.0,-166.0,-0.028694900605012966,-0.012626454704495322,AMD,ADVANCED MICRO DEVICES
160329,2006-12-31,2006,18473.351,1433.511,10604.917,3077.446,0.18060298688250595,0.1665884007725507,GOOGL,ALPHABET INC
006008,2006-12-31,2006,48368.0,11616.0,35382.0,5044.0,0.1372442316064432,0.10428382401587827,INTC,INTEL CORP
147579,2006-12-31,2006,608.779,194.568,996.66,49.082,0.11849516309320612,0.08062367460112783,NFLX,NETFLIX INC
064768,2006-12-31,2006,4363.0,3932.0,10711.0,190.0,0.4408352668213457,0.04354801741920697,AMZN,AMAZON.COM INC
012540,2006-11-30,2006,5962.548,810.672,2575.3,505.809,0.0981795757506586,0.08483101519685879,ADBE,ADOBE INC
001690,2006-09-30,2006,17205.0,7221.0,19315.0,1989.0,0.19921875,0.11560592850915431,AAPL,APPLE INC
024800,2006-09-30,2006,15208.0,1802.0,7526.0,2470.0,0.1842458600626585,0.1624145186743819,QCOM,QUALCOMM INC
012141,2006-06-30,2006,69597.0,29493.0,44282.0,12599.0,0.3141581887093557,0.18102791787002312,MSFT,MICROSOFT CORP
117768,2006-01-31,2005,1954.687,458.695,2375.687,301.176,0.201321932202846,0.1540788883335286,NVDA,NVIDIA CORP
157855,2006-01-31,2005,434.749,235.964,309.857,28.474,0.14500104394233365,0.0654952627838132,CRM,SALESFORCE INC
001161,2005-12-31,2005,7287.779,3700.954,5847.577,165.483,0.049370837543711105,0.022706917978714776,AMD,ADVANCED MICRO DEVICES
064768,2005-12-31,2005,3696.0,3450.0,8490.0,359.0,1.459349593495935,0.09713203463203464,AMZN,AMAZON.COM INC
160329,2005-12-31,2005,10271.813,852.856,6138.56,1465.397,0.15557954028243254,0.14266196240137938,GOOGL,ALPHABET INC
147579,2005-12-31,2005,364.681,138.429,682.213,42.027,0.1857530541166487,0.11524318513988938,NFLX,NETFLIX INC
006008,2005-12-31,2005,48314.0,12132.0,38826.0,8664.0,0.23945608313526062,0.17932690317506314,INTC,INTEL CORP
012540,2005-11-30,2005,2440.315,575.989,1966.321,602.839,0.323354928268983,0.2470332723439392,ADBE,ADOBE INC
001690,2005-09-30,2005,11551.0,4085.0,13931.0,1335.0,0.17881060809000804,0.11557440914206563,AAPL,APPLE INC
024800,2005-09-30,2005,12479.0,1360.0,5673.0,2143.0,0.19273315945678568,0.17172850388652938,QCOM,QUALCOMM INC
012141,2005-06-30,2005,70815.0,22700.0,39788.0,12254.0,0.2546814922581316,0.17304243451246204,MSFT,MICROSOFT CORP
117768,2005-01-31,2004,1628.536,450.268,2010.033,100.356,0.08517247349499435,0.06162344584338326,NVDA,NVIDIA CORP
157855,2005-01-31,2004,280.499,133.988,176.375,7.346,0.050616339720666155,0.026189041672162825,CRM,SALESFORCE INC
001161,2004-12-31,2004,7844.21,3993.516,5001.435,91.156,0.030283852144796123,0.011620800565002722,AMD,ADVANCED MICRO DEVICES
160329,2004-12-31,2004,3313.351,384.295,3189.223,399.119,0.13626199021118066,0.12045780842416032,GOOGL,ALPHABET INC
006008,2004-12-31,2004,48143.0,9564.0,34209.0,7516.0,0.194821016615257,0.1561182311031718,INTC,INTEL CORP
064768,2004-12-31,2004,3248.508,3475.719,6921.124,588.451,,0.1811450056456687,AMZN,AMAZON.COM INC
147579,2004-12-31,2004,251.793,95.51,506.228,21.595,0.13817881663392692,0.08576489417894859,NFLX,NETFLIX INC
012540,2004-11-30,2004,1958.632,535.155,1666.581,450.398,0.31640693878439907,0.22995539744066268,ADBE,ADOBE INC
024800,2004-09-30,2004,10820.0,1156.0,4880.0,1720.0,0.17798013245033112,0.1589648798521257,QCOM,QUALCOMM INC
001690,2004-09-30,2004,8050.0,2974.0,8279.0,276.0,0.054373522458628844,0.03428571428571429,AAPL,APPLE INC
012141,2004-06-30,2004,92389.0,17564.0,36835.0,8168.0,0.1091613765452723,0.08840879325460824,MSFT,MICROSOFT CORP
157855,2004-01-31,2003,87.511,71.836,96.023,3.514,,0.04015495194889785,CRM,SALESFORCE INC
117768,2004-01-31,2003,1399.344,348.159,1822.945,74.419,0.07079534049667756,0.053181347831555356,NVDA,NVIDIA CORP
001161,2003-12-31,2003,7094.345,3938.395,3519.168,-274.49,-0.11257387288736871,-0.03869138024722508,AMD,ADVANCED MICRO DEVICES
006008,2003-12-31,2003,47143.0,9297.0,30141.0,5641.0,0.14905141890820695,0.11965721315996013,INTC,INTEL CORP
147579,2003-12-31,2003,176.012,63.304,272.243,6.512,0.05777762004471732,0.03699747744471968,NFLX,NETFLIX INC
160329,2003-12-31,2003,871.458,268.817,1465.934,105.648,0.19405463388829294,0.12123131579490923,GOOGL,ALPHABET INC
064768,2003-12-31,2003,2162.033,3198.14,5263.699,35.282,,0.016318899850279806,AMZN,AMAZON.COM INC
012540,2003-11-30,2003,1555.045,454.245,1294.749,266.344,0.24195494186046512,0.1712773585330328,ADBE,ADOBE INC
001690,2003-09-30,2003,6815.0,2592.0,6207.0,69.0,0.01633909542978925,0.01012472487160675,AAPL,APPLE INC
024800,2003-09-30,2003,8822.436,1223.814,3970.636,827.441,0.10889427645089103,0.09378826890894987,QCOM,QUALCOMM INC
012141,2003-06-30,2003,79571.0,18551.0,32187.0,9993.0,0.16376597836774828,0.12558595468198214,MSFT,MICROSOFT CORP
157855,2003-01-31,2002,39.673,34.001,50.991,-9.716,,-0.24490207445869988,CRM,SALESFORCE INC
117768,2003-01-31,2002,1617.015,684.328,1869.082,90.799,0.09735205915810985,0.05615223111721289,NVDA,NVIDIA CORP
001161,2002-12-31,2002,5619.181,3151.916,2697.029,-1303.012,-0.5281200033235182,-0.23188646174593772,AMD,ADVANCED MICRO DEVICES
064768,2002-12-31,2002,1990.449,3343.263,3932.936,-149.132,,-0.07492379860021532,AMZN,AMAZON.COM INC
006008,2002-12-31,2002,44224.0,8756.0,26764.0,3117.0,0.08788203450998083,0.07048209117221418,INTC,INTEL CORP
147579,2002-12-31,2002,130.53,41.174,152.806,-21.947,-0.2456130534043601,-0.16813759289052324,NFLX,NETFLIX INC
160329,2002-12-31,2002,286.892,99.068,439.508,99.656,0.768909086700564,0.34736416491223177,GOOGL,ALPHABET INC
012540,2002-11-30,2002,1051.61,377.289,1164.788,191.399,0.2838395956821751,0.18200568651876647,ADBE,ADOBE INC
024800,2002-09-30,2002,6509.521,1073.025,3039.56,359.677,0.06670621941276969,0.05525398873434773,QCOM,QUALCOMM INC
001690,2002-09-30,2002,6298.0,2203.0,5742.0,65.0,0.015873015873015872,0.010320736741822802,AAPL,APPLE INC
012141,2002-06-30,2002,67646.0,15466.0,28365.0,7829.0,0.15003832886163282,0.11573485498033882,MSFT,MICROSOFT CORP
117768,2002-01-31,2001,1503.174,739.355,1369.471,176.924,0.23163079211174376,0.11770027954182284,NVDA,NVIDIA CORP
001161,2001-12-31,2001,5647.242,2092.187,3891.754,-60.581,-0.017040805275867744,-0.010727537442170886,AMD,ADVANCED MICRO DEVICES
064768,2001-12-31,2001,1637.547,3077.547,3122.433,-567.277,,-0.34641875927835963,AMZN,AMAZON.COM INC
147579,2001-12-31,2001,41.63,30.304,75.912,-38.618,,-0.9276483305308671,NFLX,NETFLIX INC
006008,2001-12-31,2001,44395.0,8565.0,26539.0,1291.0,0.03603125872174156,0.029079851334609753,INTC,INTEL CORP
012540,2001-11-30,2001,930.623,313.651,1229.72,205.644,0.33331172241203816,0.22097455145638997,ADBE,ADOBE INC
024800,2001-09-30,2001,5747.133,851.431,2679.786,-548.743,-0.11222162801660185,-0.09548117296050047,QCOM,QUALCOMM INC
001690,2001-09-30,2001,6021.0,2101.0,5363.0,-25.0,-0.006377551020408163,-0.004152134196977246,AAPL,APPLE INC
012141,2001-06-30,2001,59257.0,11968.0,25296.0,7346.0,0.15534268011588317,0.12396847629815887,MSFT,MICROSOFT CORP
117768,2001-01-31,2000,1016.427,610.713,735.264,99.937,0.24632376501673592,0.09832186669578828,NVDA,NVIDIA CORP
064768,2000-12-31,2000,2135.169,3102.42,2761.983,-1411.273,,-0.6609654786108266,AMZN,AMAZON.COM INC
001161,2000-12-31,2000,5767.735,2596.068,4644.187,983.026,0.3099398518192484,0.1704353615414023,AMD,ADVANCED MICRO DEVICES
006008,2000-12-31,2000,47945.0,10623.0,33726.0,10535.0,0.2822731900755587,0.21973094170403587,INTC,INTEL CORP
147579,2000-12-31,2000,52.488,23.925,35.894,-57.363,,-1.0928783721993598,NFLX,NETFLIX INC
012540,2000-11-30,2000,1069.416,316.872,1266.378,287.808,0.3824467406556959,0.26912632689243476,ADBE,ADOBE INC
001690,2000-09-30,2000,6803.0,2696.0,7983.0,786.0,0.1949888365169933,0.11553726297221814,AAPL,APPLE INC
024800,2000-09-30,2000,6062.982,500.011,3196.78,670.211,0.12149585738919078,0.11054147942382148,QCOM,QUALCOMM INC
012141,2000-06-30,2000,52150.0,10782.0,22956.0,9421.0,0.22773641461999614,0.18065196548418025,MSFT,MICROSOFT CORP
117768,2000-01-31,1999,202.25,77.687,374.505,38.098,0.3058532630074741,0.1883708281829419,NVDA,NVIDIA CORP
006008,1999-12-31,1999,43849.0,11184.0,29389.0,7314.0,0.2248040571692024,0.16679969896690916,INTC,INTEL CORP
064768,1999-12-31,1999,2471.551,2205.273,1639.839,-719.968,-2.7038208188434645,-0.29130210139301194,AMZN,AMAZON.COM INC
001161,1999-12-31,1999,4377.698,2398.425,2857.604,-88.936,-0.04493367008997748,-0.020315700169358415,AMD,ADVANCED MICRO DEVICES
012540,1999-11-30,1999,803.859,291.65,1015.434,237.751,0.4641679470684818,0.29576206772580765,ADBE,ADOBE INC
024800,1999-09-30,1999,4534.95,1611.599,3937.299,200.879,0.06994990867953568,0.044295747472408734,QCOM,QUALCOMM INC
001690,1999-09-30,1999,5161.0,2057.0,6134.0,601.0,0.2034529451591063,0.11645030032939353,AAPL,APPLE INC
012141,1999-06-30,1999,37156.0,8718.0,19747.0,7785.0,0.28352392745283705,0.20952201528689848,MSFT,MICROSOFT CORP
117768,1999-01-31,1998,113.332,49.123,158.237,4.13,0.06432120107773054,0.03644160519535524,NVDA,NVIDIA CORP
064768,1998-12-31,1998,648.46,509.715,609.996,-124.546,-0.8976611769793507,-0.19206427536008389,AMZN,AMAZON.COM INC
006008,1998-12-31,1998,31471.0,7893.0,26273.0,6068.0,0.2595713735723147,0.19281243049156366,INTC,INTEL CORP
001161,1998-12-31,1998,4252.968,2247.919,2542.141,-103.96,-0.051849106929556334,-0.024444105857368312,AMD,ADVANCED MICRO DEVICES
012540,1998-11-30,1998,767.331,250.966,894.791,105.144,0.20362340592410408,0.13702561215433756,ADBE,ADOBE INC
024800,1998-09-30,1998,2566.713,1570.587,3347.87,108.532,0.11333798386793596,0.042284431488834165,QCOM,QUALCOMM INC
001690,1998-09-30,1998,4289.0,2647.0,5941.0,309.0,0.20710455764075067,0.0720447656796456,AAPL,APPLE INC
012141,1998-06-30,1998,22357.0,5730.0,14484.0,4490.0,0.28695596599987216,0.2008319541977904,MSFT,MICROSOFT CORP
064768,1997-12-31,1997,149.006,120.52,147.758,-27.59,-0.968545952397669,-0.18516032911426386,AMZN,AMAZON.COM INC
006008,1997-12-31,1997,28880.0,7544.0,25070.0,6945.0,0.35993780772220785,0.24047783933518005,INTC,INTEL CORP
117768,1997-12-31,1997,25.039,18.142,29.071,-3.589,-0.5210511033681765,-0.14333639522345143,NVDA,NVIDIA CORP
001161,1997-12-31,1997,3515.271,1485.728,2356.375,-21.09,-0.010391501929252053,-0.005999537446757306,AMD,ADVANCED MICRO DEVICES
012540,1997-11-30,1997,940.071,224.647,911.894,186.837,0.2611556224001431,0.19874775415899437,ADBE,ADOBE INC
001690,1997-09-30,1997,4233.0,3033.0,7081.0,-1045.0,-0.9952380952380953,-0.2468698322702575,AAPL,APPLE INC
024800,1997-09-30,1997,2274.68,1250.502,2096.365,91.934,0.08976369342047964,0.04041623437142807,QCOM,QUALCOMM INC
012141,1997-06-30,1997,14387.0,3610.0,11358.0,3454.0,0.3525569051750536,0.24007784805727392,MSFT,MICROSOFT CORP
001161,1996-12-31,1996,3145.283,1123.405,1953.019,-68.95,-0.03410195867406441,-0.02192171578837262,AMD,ADVANCED MICRO DEVICES
006008,1996-12-31,1996,23735.0,6588.0,20847.0,5157.0,0.30565433854907537,0.21727406783231515,INTC,INTEL CORP
064768,1996-12-31,1996,8.271,4.87,15.746,-5.777,-1.701620029455081,-0.698464514568976,AMZN,AMAZON.COM INC
117768,1996-12-31,1996,5.525,4.488,3.912,-3.077,-2.990281827016521,-0.556923076923077,NVDA,NVIDIA CORP
012540,1996-11-30,1996,1012.285,234.423,786.563,153.277,0.21694828411043518,0.15141684407059278,ADBE,ADOBE INC
001690,1996-09-30,1996,5364.0,3306.0,9833.0,-816.0,-0.3965014577259475,-0.15212527964205816,AAPL,APPLE INC
024800,1996-09-30,1996,1185.33,340.417,813.85,21.027,0.024886585956187205,0.01773936372149528,QCOM,QUALCOMM INC
012141,1996-06-30,1996,10093.0,2425.0,8671.0,2195.0,0.3177475390851187,0.217477459625483,MSFT,MICROSOFT CORP
064768,1995-12-31,1995,1.084,0.107,0.511,-0.303,-0.3101330603889457,-0.279520295202952,AMZN,AMAZON.COM INC
001161,1995-12-31,1995,3031.268,931.14,2429.724,300.521,0.14309651602188056,0.09914035974384316,AMD,ADVANCED MICRO DEVICES
006008,1995-12-31,1995,17504.0,4639.0,16202.0,3566.0,0.29373970345963757,0.20372486288848263,INTC,INTEL CORP
012540,1995-11-30,1995,884.732,186.315,762.339,93.485,0.13385269831633537,0.1056647662795061,ADBE,ADOBE INC
001690,1995-09-30,1995,6231.0,3330.0,11062.0,424.0,0.14615649775939332,0.06804686246188413,AAPL,APPLE INC
024800,1995-09-30,1995,940.717,141.1,386.612,30.18,0.037743069494520505,0.03208191198840884,QCOM,QUALCOMM INC
012141,1995-06-30,1995,7210.0,1347.0,5937.0,1453.0,0.2724545284080255,0.2015256588072122,MSFT,MICROSOFT CORP
006008,1994-12-31,1994,13816.0,3805.0,11521.0,2288.0,0.24689759361174057,0.16560509554140126,INTC,INTEL CORP
001161,1994-12-31,1994,2445.702,710.437,2134.659,305.266,0.17592239880453958,0.1248173326104325,AMD,ADVANCED MICRO DEVICES
012540,1994-11-30,1994,625.503,168.732,597.772,6.309,0.013812172839344003,0.010086282559795877,ADBE,ADOBE INC
024800,1994-09-30,1994,357.925,95.755,271.623,15.193,0.05795094785825991,0.042447440106167494,QCOM,QUALCOMM INC
001690,1994-09-30,1994,5302.746,2919.445,9188.748,310.178,0.13014638100684722,0.05849384450999539,AAPL,APPLE INC
012141,1994-06-30,1994,5363.0,913.0,4649.0,1146.0,0.2575280898876405,0.21368636956927092,MSFT,MICROSOFT CORP
006008,1993-12-31,1993,11344.0,3844.0,8782.0,2295.0,0.306,0.2023095909732017,INTC,INTEL CORP
001161,1993-12-31,1993,1929.231,576.96,1648.28,228.781,0.16918718330232296,0.11858662855821828,AMD,ADVANCED MICRO DEVICES
012540,1993-11-30,1993,352.894,73.722,313.457,57.03,0.2042826644505896,0.16160660141572256,ADBE,ADOBE INC
001690,1993-09-30,1993,5171.412,3145.034,7976.954,86.589,0.04273092187143761,0.016743782935879022,AAPL,APPLE INC
024800,1993-09-30,1993,306.589,69.893,168.708,12.06,0.050951431371886305,0.03933604923855716,QCOM,QUALCOMM INC
012141,1993-06-30,1993,3805.0,563.0,3753.0,953.0,0.2939543491671808,0.25045992115637317,MSFT,MICROSOFT CORP
006008,1992-12-31,1992,8088.588,2643.954,5843.984,1066.549,0.1958899349341021,0.1318584900108647,INTC,INTEL CORP
001161,1992-12-31,1992,1448.095,401.355,1514.489,245.011,0.23407836974123558,0.1691953911863517,AMD,ADVANCED MICRO DEVICES
012540,1992-11-30,1992,281.34,56.753,265.931,43.61,0.1941786479181787,0.15500817516172602,ADBE,ADOBE INC
024800,1992-09-30,1992,108.317,39.51,106.421,-4.124,-0.059935762349760925,-0.038073432609839634,QCOM,QUALCOMM INC
001690,1992-09-30,1992,4223.693,2036.323,7086.542,530.373,0.24247063825507345,0.1255709162574079,AAPL,APPLE INC
012141,1992-06-30,1992,2639.903,446.945,2758.725,708.06,0.32287896074617023,0.26821440030182925,MSFT,MICROSOFT CORP
001161,1991-12-31,1991,1291.758,508.402,1226.649,145.287,0.18547568621293187,0.11247230518409795,AMD,ADVANCED MICRO DEVICES
006008,1991-12-31,1991,6292.104,1874.252,4778.616,818.629,0.185300231877392,0.13010417501045754,INTC,INTEL CORP
012540,1991-11-30,1991,221.195,38.445,229.653,51.607,0.282391244870041,0.2333099753611067,ADBE,ADOBE INC
024800,1991-09-30,1991,41.632,39.079,90.253,-8.365,-3.27782131661442,-0.2009271714066103,QCOM,QUALCOMM INC
